forecast_id,initialization_time,valid_time,region,zone,latitude,longitude,lead_day,rainfall_forecast,rainfall_observed,temperature_forecast,temperature_observed,wind_forecast,wind_observed,pressure_forecast,pressure_observed,humidity_forecast,humidity_observed,absolute_error,signed_error,relative_error,ensemble_mean,ensemble_spread,ensemble_min,ensemble_max,spatial_variability,data_source,variable
FCST_20240710_MAD_D8,2024-07-10,2024-07-18,Madhya Pradesh,Central,22.9734,78.6569,8,0.0,11.1,26.6,26.9,45.3,41.0,991.0,992.0,94.4,100.0,11.1,-11.1,0.917,2.6,15.01,0.0,35.6,8.24,DEMO DATA,rainfall
FCST_20240710_MAD_D9,2024-07-10,2024-07-19,Madhya Pradesh,Central,22.9734,78.6569,9,57.5,1.5,26.2,25.7,44.7,44.9,988.6,987.9,98.2,89.5,56.0,56.0,22.4,52.3,38.15,0.0,136.2,36.33,DEMO DATA,rainfall
FCST_20240710_MAD_D10,2024-07-10,2024-07-20,Madhya Pradesh,Central,22.9734,78.6569,10,29.7,28.1,27.0,30.7,41.2,40.9,988.7,987.2,93.3,100.0,1.6,1.6,0.055,30.4,13.19,6.7,59.4,26.04,DEMO DATA,rainfall
FCST_20240710_UTT_D1,2024-07-10,2024-07-11,Uttar Pradesh,North,26.8467,80.9462,1,16.2,20.5,27.0,27.9,41.7,42.6,991.3,992.2,99.0,94.6,4.3,-4.3,0.2,16.8,2.95,11.5,23.3,3.29,DEMO DATA,rainfall
FCST_20240710_UTT_D2,2024-07-10,2024-07-12,Uttar Pradesh,North,26.8467,80.9462,2,39.3,89.9,27.2,26.2,42.4,38.7,991.5,990.6,95.4,95.6,50.6,-50.6,0.557,41.8,24.69,0.0,96.1,12.32,DEMO DATA,rainfall
FCST_20240710_UTT_D3,2024-07-10,2024-07-13,Uttar Pradesh,North,26.8467,80.9462,3,16.9,10.2,26.7,28.1,41.3,42.1,989.7,989.3,97.6,95.2,6.7,6.7,0.598,15.7,5.95,5.0,28.8,9.07,DEMO DATA,rainfall
FCST_20240710_UTT_D4,2024-07-10,2024-07-14,Uttar Pradesh,North,26.8467,80.9462,4,148.6,196.4,27.0,26.2,41.3,40.0,991.9,991.4,97.9,100.0,47.8,-47.8,0.242,147.8,26.87,99.4,206.9,160.62,DEMO DATA,rainfall
FCST_20240710_UTT_D5,2024-07-10,2024-07-15,Uttar Pradesh,North,26.8467,80.9462,5,72.2,74.5,27.6,27.6,42.1,43.6,990.3,990.5,98.5,100.0,2.3,-2.3,0.03,72.6,6.19,61.5,86.2,24.63,DEMO DATA,rainfall
FCST_20240710_UTT_D6,2024-07-10,2024-07-16,Uttar Pradesh,North,26.8467,80.9462,6,7.8,12.6,26.3,26.6,42.0,40.2,990.7,992.1,94.0,92.5,4.8,-4.8,0.353,7.7,8.16,0.0,25.7,14.46,DEMO DATA,rainfall
FCST_20240710_UTT_D7,2024-07-10,2024-07-17,Uttar Pradesh,North,26.8467,80.9462,7,50.8,75.7,27.6,25.9,41.0,38.7,992.3,992.1,98.0,98.3,24.9,-24.9,0.325,55.5,16.97,25.0,92.8,6.68,DEMO DATA,rainfall
FCST_20240710_UTT_D8,2024-07-10,2024-07-18,Uttar Pradesh,North,26.8467,80.9462,8,21.0,15.1,24.9,27.9,42.6,44.1,991.1,991.4,99.0,100.0,5.9,5.9,0.366,21.2,11.25,0.9,46.0,17.77,DEMO DATA,rainfall
FCST_20240710_UTT_D9,2024-07-10,2024-07-19,Uttar Pradesh,North,26.8467,80.9462,9,60.4,28.9,27.0,23.7,42.4,44.3,988.3,988.0,99.0,99.9,31.5,31.5,1.054,52.7,20.58,15.7,98.0,37.85,DEMO DATA,rainfall
FCST_20240710_UTT_D10,2024-07-10,2024-07-20,Uttar Pradesh,North,26.8467,80.9462,10,106.5,96.7,25.4,24.9,40.9,43.7,990.0,986.8,99.0,87.9,9.8,9.8,0.1,102.9,16.73,72.8,139.7,25.57,DEMO DATA,rainfall
FCST_20240710_KAR_D1,2024-07-10,2024-07-11,Karnataka,South,15.3173,75.7139,1,37.0,35.5,26.9,26.1,42.2,41.9,990.8,990.2,99.0,98.2,1.5,1.5,0.041,37.5,1.5,34.8,40.8,5.85,DEMO DATA,rainfall
FCST_20240710_KAR_D2,2024-07-10,2024-07-12,Karnataka,South,15.3173,75.7139,2,0.0,0.0,26.9,26.6,41.1,41.8,990.7,990.7,99.0,95.1,0.0,0.0,0.0,-0.4,1.95,0.0,3.9,2.0,DEMO DATA,rainfall
FCST_20240710_KAR_D3,2024-07-10,2024-07-13,Karnataka,South,15.3173,75.7139,3,0.0,0.0,25.6,25.8,40.5,39.5,990.9,990.8,99.0,100.0,0.0,0.0,0.0,2.0,3.11,0.0,8.8,2.77,DEMO DATA,rainfall
FCST_20240710_KAR_D4,2024-07-10,2024-07-14,Karnataka,South,15.3173,75.7139,4,44.0,33.1,26.7,28.3,41.6,43.6,990.1,991.5,96.3,97.9,10.9,10.9,0.32,42.3,7.45,28.9,58.7,48.0,DEMO DATA,rainfall
FCST_20240710_KAR_D5,2024-07-10,2024-07-15,Karnataka,South,15.3173,75.7139,5,0.0,0.0,27.1,26.8,41.6,43.4,993.1,994.1,98.2,99.5,0.0,0.0,0.0,2.4,5.6,0.0,14.7,8.51,DEMO DATA,rainfall
FCST_20240710_KAR_D6,2024-07-10,2024-07-16,Karnataka,South,15.3173,75.7139,6,44.3,126.1,27.4,26.4,43.3,44.1,991.0,991.1,99.0,94.7,81.8,-81.8,0.644,41.9,28.43,0.0,104.4,20.1,DEMO DATA,rainfall
FCST_20240710_KAR_D7,2024-07-10,2024-07-17,Karnataka,South,15.3173,75.7139,7,0.0,76.2,27.9,28.6,42.6,41.7,991.3,991.3,96.4,100.0,76.2,-76.2,0.987,10.7,29.45,0.0,75.5,11.22,DEMO DATA,rainfall
FCST_20240710_KAR_D8,2024-07-10,2024-07-18,Karnataka,South,15.3173,75.7139,8,39.9,11.3,24.6,22.5,45.2,42.7,990.2,989.2,99.0,99.3,28.6,28.6,2.325,57.8,21.14,19.7,104.3,3.24,DEMO DATA,rainfall
FCST_20240710_KAR_D9,2024-07-10,2024-07-19,Karnataka,South,15.3173,75.7139,9,111.0,73.6,26.4,25.8,38.3,41.7,990.7,991.4,94.8,99.1,37.4,37.4,0.501,101.6,20.85,64.1,147.5,73.05,DEMO DATA,rainfall
FCST_20240710_KAR_D10,2024-07-10,2024-07-20,Karnataka,South,15.3173,75.7139,10,17.0,15.7,28.0,27.1,40.2,42.1,990.9,990.6,99.0,100.0,1.3,1.3,0.078,17.3,13.08,0.0,46.1,9.81,DEMO DATA,rainfall
FCST_20240710_HIM_D1,2024-07-10,2024-07-11,Himachal Pradesh,North-Himalayan,31.1048,77.1734,1,0.0,2.2,26.4,26.3,41.1,43.3,991.0,991.2,95.9,96.4,2.2,-2.2,0.688,-0.6,1.52,0.0,2.7,1.15,DEMO DATA,rainfall
FCST_20240710_HIM_D2,2024-07-10,2024-07-12,Himachal Pradesh,North-Himalayan,31.1048,77.1734,2,15.8,82.7,27.9,28.0,41.2,40.4,991.3,991.1,94.8,91.5,66.9,-66.9,0.799,30.8,39.25,0.0,117.2,8.46,DEMO DATA,rainfall
FCST_20240710_HIM_D3,2024-07-10,2024-07-13,Himachal Pradesh,North-Himalayan,31.1048,77.1734,3,51.5,48.1,26.6,26.4,42.5,43.3,991.2,993.0,98.7,94.4,3.4,3.4,0.069,53.3,4.64,44.9,63.5,20.41,DEMO DATA,rainfall
FCST_20240710_HIM_D4,2024-07-10,2024-07-14,Himachal Pradesh,North-Himalayan,31.1048,77.1734,4,14.3,25.7,26.7,26.3,41.6,43.6,990.5,991.1,98.5,96.0,11.4,-11.4,0.427,16.1,8.7,0.4,35.2,25.89,DEMO DATA,rainfall
FCST_20240710_HIM_D5,2024-07-10,2024-07-15,Himachal Pradesh,North-Himalayan,31.1048,77.1734,5,0.0,6.2,27.7,28.0,45.5,45.7,991.4,992.4,99.0,98.9,6.2,-6.2,0.861,-5.5,8.64,0.0,13.5,11.34,DEMO DATA,rainfall
FCST_20240710_HIM_D6,2024-07-10,2024-07-16,Himachal Pradesh,North-Himalayan,31.1048,77.1734,6,0.0,0.0,27.2,30.0,40.6,40.4,990.9,991.0,97.2,87.1,0.0,0.0,0.0,-1.2,6.91,0.0,14.0,4.96,DEMO DATA,rainfall
FCST_20240710_HIM_D7,2024-07-10,2024-07-17,Himachal Pradesh,North-Himalayan,31.1048,77.1734,7,73.0,163.3,26.2,28.0,41.5,42.9,991.2,991.9,95.6,94.2,90.3,-90.3,0.55,76.4,56.45,0.0,200.6,5.9,DEMO DATA,rainfall
FCST_20240710_HIM_D8,2024-07-10,2024-07-18,Himachal Pradesh,North-Himalayan,31.1048,77.1734,8,0.0,0.0,26.3,25.2,46.6,46.0,992.4,993.4,93.3,96.8,0.0,0.0,0.0,-2.7,9.62,0.0,18.5,12.54,DEMO DATA,rainfall
FCST_20240710_HIM_D9,2024-07-10,2024-07-19,Himachal Pradesh,North-Himalayan,31.1048,77.1734,9,107.8,174.8,24.2,23.0,40.3,42.0,992.2,993.0,96.0,98.3,67.0,-67.0,0.381,109.0,45.54,27.0,209.2,42.16,DEMO DATA,rainfall
FCST_20240710_HIM_D10,2024-07-10,2024-07-20,Himachal Pradesh,North-Himalayan,31.1048,77.1734,10,41.3,58.7,26.5,28.4,42.8,39.8,989.7,991.7,97.3,100.0,17.4,-17.4,0.291,48.7,19.7,13.2,92.0,16.43,DEMO DATA,rainfall
FCST_20240710_BIH_D1,2024-07-10,2024-07-11,Bihar,East,25.0961,85.3131,1,44.3,14.5,27.4,27.1,40.4,41.6,991.3,991.0,96.9,96.8,29.8,29.8,1.923,42.0,12.74,19.1,70.0,24.25,DEMO DATA,rainfall
FCST_20240710_BIH_D2,2024-07-10,2024-07-12,Bihar,East,25.0961,85.3131,2,30.8,5.3,26.6,27.2,40.4,43.5,992.0,993.3,98.2,98.6,25.5,25.5,4.048,31.4,8.93,15.3,51.0,3.81,DEMO DATA,rainfall
FCST_20240710_BIH_D3,2024-07-10,2024-07-13,Bihar,East,25.0961,85.3131,3,0.0,79.5,28.5,28.5,40.2,41.5,990.2,990.3,99.0,97.8,79.5,-79.5,0.988,3.7,38.78,0.0,89.0,4.19,DEMO DATA,rainfall
FCST_20240710_BIH_D4,2024-07-10,2024-07-14,Bihar,East,25.0961,85.3131,4,28.7,13.9,27.2,26.9,43.1,39.1,991.6,991.6,99.0,95.7,14.8,14.8,0.993,25.9,8.2,11.1,43.9,12.11,DEMO DATA,rainfall
FCST_20240710_BIH_D5,2024-07-10,2024-07-15,Bihar,East,25.0961,85.3131,5,29.6,32.0,28.2,27.2,44.0,45.0,993.2,993.9,99.0,94.1,2.4,-2.4,0.073,28.4,6.74,16.3,43.2,27.03,DEMO DATA,rainfall
FCST_20240710_BIH_D6,2024-07-10,2024-07-16,Bihar,East,25.0961,85.3131,6,66.0,54.2,25.5,23.9,41.0,39.5,992.1,992.0,99.0,95.5,11.8,11.8,0.214,69.9,13.45,45.7,99.5,26.19,DEMO DATA,rainfall
FCST_20240710_BIH_D7,2024-07-10,2024-07-17,Bihar,East,25.0961,85.3131,7,24.5,107.6,26.0,26.3,41.3,44.8,992.5,993.3,98.0,99.1,83.1,-83.1,0.765,36.5,43.27,0.0,131.7,11.45,DEMO DATA,rainfall
FCST_20240710_BIH_D8,2024-07-10,2024-07-18,Bihar,East,25.0961,85.3131,8,35.3,47.0,27.2,30.6,43.9,47.9,990.2,990.4,93.4,89.2,11.7,-11.7,0.244,31.6,16.06,2.7,66.9,11.86,DEMO DATA,rainfall
FCST_20240710_BIH_D9,2024-07-10,2024-07-19,Bihar,East,25.0961,85.3131,9,96.8,109.3,25.5,27.0,42.1,42.8,992.6,992.2,96.7,100.0,12.5,-12.5,0.113,96.7,15.53,68.7,130.9,32.18,DEMO DATA,rainfall
FCST_20240710_BIH_D10,2024-07-10,2024-07-20,Bihar,East,25.0961,85.3131,10,14.9,13.5,26.4,29.1,42.0,46.6,990.6,990.3,97.1,100.0,1.4,1.4,0.097,14.2,12.97,0.0,42.7,33.1,DEMO DATA,rainfall
FCST_20240711_GUJ_D1,2024-07-11,2024-07-12,Gujarat,West,22.2587,71.1924,1,0.0,0.0,27.1,26.5,41.5,42.7,991.4,990.7,98.8,96.9,0.0,0.0,0.0,0.4,1.5,0.0,3.7,3.35,DEMO DATA,rainfall
FCST_20240711_GUJ_D2,2024-07-11,2024-07-13,Gujarat,West,22.2587,71.1924,2,0.0,0.0,26.2,25.1,41.5,43.4,991.2,991.6,96.7,96.3,0.0,0.0,0.0,0.8,1.95,0.0,5.1,0.93,DEMO DATA,rainfall
FCST_20240711_GUJ_D3,2024-07-11,2024-07-14,Gujarat,West,22.2587,71.1924,3,36.8,43.1,26.5,25.6,41.1,42.3,990.4,991.3,97.7,98.2,6.3,-6.3,0.143,36.2,6.46,24.6,50.4,9.27,DEMO DATA,rainfall
FCST_20240711_GUJ_D4,2024-07-11,2024-07-15,Gujarat,West,22.2587,71.1924,4,0.0,2.6,28.1,27.6,42.6,43.8,991.6,990.8,99.0,98.1,2.6,-2.6,0.722,1.8,5.06,0.0,12.9,12.61,DEMO DATA,rainfall
FCST_20240711_GUJ_D5,2024-07-11,2024-07-16,Gujarat,West,22.2587,71.1924,5,0.0,4.1,27.1,30.0,39.1,36.8,990.2,991.6,91.3,88.5,4.1,-4.1,0.804,0.6,7.61,0.0,17.3,2.37,DEMO DATA,rainfall
FCST_20240711_GUJ_D6,2024-07-11,2024-07-17,Gujarat,West,22.2587,71.1924,6,35.2,31.9,27.1,28.1,43.0,44.9,990.3,991.7,91.8,95.2,3.3,3.3,0.1,34.0,8.73,18.3,53.2,18.85,DEMO DATA,rainfall
FCST_20240711_GUJ_D7,2024-07-11,2024-07-18,Gujarat,West,22.2587,71.1924,7,0.0,5.3,27.1,27.7,37.2,34.1,990.6,988.9,94.1,99.0,5.3,-5.3,0.841,2.5,10.73,0.0,26.1,18.27,DEMO DATA,rainfall
FCST_20240711_GUJ_D8,2024-07-11,2024-07-19,Gujarat,West,22.2587,71.1924,8,0.0,3.0,28.0,27.6,40.4,44.4,992.0,992.2,93.8,95.5,3.0,-3.0,0.75,-1.0,10.62,0.0,22.4,7.07,DEMO DATA,rainfall
FCST_20240711_GUJ_D9,2024-07-11,2024-07-20,Gujarat,West,22.2587,71.1924,9,62.0,59.1,28.0,28.2,39.8,42.4,992.0,991.7,99.0,100.0,2.9,2.9,0.048,65.9,12.62,43.2,93.7,7.47,DEMO DATA,rainfall
FCST_20240711_GUJ_D10,2024-07-11,2024-07-21,Gujarat,West,22.2587,71.1924,10,41.5,30.8,25.7,25.1,39.4,38.4,987.5,984.3,95.6,99.0,10.7,10.7,0.336,39.5,17.89,7.3,78.9,8.26,DEMO DATA,rainfall
FCST_20240711_MAH_D1,2024-07-11,2024-07-12,Maharashtra,West-Central,19.7515,75.7139,1,177.2,11.8,27.1,26.8,43.7,43.5,990.6,990.9,97.5,98.7,165.4,165.4,12.922,197.3,86.54,41.5,387.7,19.25,DEMO DATA,rainfall
FCST_20240711_MAH_D2,2024-07-11,2024-07-13,Maharashtra,West-Central,19.7515,75.7139,2,64.9,59.3,26.4,24.6,40.9,42.8,991.8,992.1,94.9,92.8,5.6,5.6,0.093,64.2,4.96,55.3,75.1,23.41,DEMO DATA,rainfall
FCST_20240711_MAH_D3,2024-07-11,2024-07-14,Maharashtra,West-Central,19.7515,75.7139,3,46.5,43.8,27.1,27.0,42.2,40.7,993.0,993.3,97.2,96.9,2.7,2.7,0.06,48.7,4.21,41.1,58.0,13.95,DEMO DATA,rainfall
FCST_20240711_MAH_D4,2024-07-11,2024-07-15,Maharashtra,West-Central,19.7515,75.7139,4,98.8,171.3,26.4,25.5,39.3,40.4,991.1,991.8,99.0,100.0,72.5,-72.5,0.421,91.1,34.57,28.9,167.2,6.72,DEMO DATA,rainfall
FCST_20240711_MAH_D5,2024-07-11,2024-07-16,Maharashtra,West-Central,19.7515,75.7139,5,0.0,0.0,26.8,25.5,41.3,39.0,990.1,988.3,98.4,97.7,0.0,0.0,0.0,1.1,5.6,0.0,13.4,21.95,DEMO DATA,rainfall
FCST_20240711_MAH_D6,2024-07-11,2024-07-17,Maharashtra,West-Central,19.7515,75.7139,6,0.0,5.2,26.6,26.9,45.6,46.7,992.0,991.8,99.0,100.0,5.2,-5.2,0.839,-4.4,8.74,0.0,14.8,18.49,DEMO DATA,rainfall
FCST_20240711_MAH_D7,2024-07-11,2024-07-18,Maharashtra,West-Central,19.7515,75.7139,7,50.0,64.5,25.8,23.9,39.9,41.4,990.0,991.5,95.7,98.2,14.5,-14.5,0.221,49.0,13.29,25.1,78.2,30.77,DEMO DATA,rainfall
FCST_20240711_MAH_D8,2024-07-11,2024-07-19,Maharashtra,West-Central,19.7515,75.7139,8,139.5,124.8,24.5,23.8,44.0,44.8,990.2,989.8,99.0,98.3,14.7,14.7,0.117,143.5,16.26,114.2,179.3,81.1,DEMO DATA,rainfall
FCST_20240711_MAH_D9,2024-07-11,2024-07-20,Maharashtra,West-Central,19.7515,75.7139,9,47.1,55.6,27.6,26.7,38.3,41.4,993.1,990.9,95.3,91.7,8.5,-8.5,0.15,42.7,15.13,15.5,76.0,23.38,DEMO DATA,rainfall
FCST_20240711_MAH_D10,2024-07-11,2024-07-21,Maharashtra,West-Central,19.7515,75.7139,10,52.1,55.3,26.8,25.2,37.3,40.3,993.1,991.6,99.0,94.2,3.2,-3.2,0.057,47.9,14.11,22.5,78.9,43.62,DEMO DATA,rainfall
FCST_20240711_KER_D1,2024-07-11,2024-07-12,Kerala,South,10.8505,76.2711,1,49.0,51.3,26.6,26.4,41.6,40.3,991.2,991.7,99.0,96.4,2.3,-2.3,0.044,48.5,1.64,45.5,52.1,17.9,DEMO DATA,rainfall
FCST_20240711_KER_D2,2024-07-11,2024-07-13,Kerala,South,10.8505,76.2711,2,101.4,5.6,25.9,26.3,42.7,44.7,989.5,989.1,95.4,97.4,95.8,95.8,14.515,102.4,47.19,17.5,206.2,33.38,DEMO DATA,rainfall
FCST_20240711_KER_D3,2024-07-11,2024-07-14,Kerala,South,10.8505,76.2711,3,149.8,110.5,24.7,24.3,42.4,39.1,993.5,993.8,98.6,94.8,39.3,39.3,0.352,150.1,13.81,125.2,180.5,31.54,DEMO DATA,rainfall
FCST_20240711_KER_D4,2024-07-11,2024-07-15,Kerala,South,10.8505,76.2711,4,40.2,28.8,26.6,26.4,42.6,45.0,992.1,991.9,99.0,96.9,11.4,11.4,0.383,37.9,8.57,22.5,56.8,13.14,DEMO DATA,rainfall
FCST_20240711_KER_D5,2024-07-11,2024-07-16,Kerala,South,10.8505,76.2711,5,88.2,172.1,26.1,26.2,42.2,42.1,990.3,991.1,99.0,100.0,83.9,-83.9,0.485,97.8,32.6,39.1,169.5,25.98,DEMO DATA,rainfall
FCST_20240711_KER_D6,2024-07-11,2024-07-17,Kerala,South,10.8505,76.2711,6,58.5,56.5,25.9,23.7,44.6,49.0,991.5,992.7,99.0,100.0,2.0,2.0,0.035,58.9,7.73,45.0,75.9,43.12,DEMO DATA,rainfall
FCST_20240711_KER_D7,2024-07-11,2024-07-18,Kerala,South,10.8505,76.2711,7,84.8,93.3,25.5,22.3,42.1,43.0,989.0,987.7,99.0,89.7,8.5,-8.5,0.09,81.0,12.62,58.3,108.8,8.41,DEMO DATA,rainfall
FCST_20240711_KER_D8,2024-07-11,2024-07-19,Kerala,South,10.8505,76.2711,8,40.0,38.8,27.8,27.9,38.3,39.6,993.7,993.1,98.1,99.0,1.2,1.2,0.03,39.3,10.18,21.0,61.7,22.66,DEMO DATA,rainfall
FCST_20240711_KER_D9,2024-07-11,2024-07-20,Kerala,South,10.8505,76.2711,9,3.7,0.0,29.9,30.1,42.0,43.8,993.0,990.2,99.0,100.0,3.7,3.7,3.7,1.6,12.64,0.0,29.4,5.66,DEMO DATA,rainfall
FCST_20240711_KER_D10,2024-07-11,2024-07-21,Kerala,South,10.8505,76.2711,10,142.6,117.3,27.0,26.4,42.3,43.0,989.6,990.4,94.8,93.7,25.3,25.3,0.214,146.0,18.74,112.3,187.2,99.06,DEMO DATA,rainfall
FCST_20240711_RAJ_D1,2024-07-11,2024-07-12,Rajasthan,Northwest,27.0238,74.2179,1,0.0,0.0,26.2,26.2,42.3,41.6,991.5,991.0,96.5,99.5,0.0,0.0,0.0,0.3,1.5,0.0,3.6,2.14,DEMO DATA,rainfall
FCST_20240711_RAJ_D2,2024-07-11,2024-07-13,Rajasthan,Northwest,27.0238,74.2179,2,22.0,23.9,25.9,26.5,42.4,41.7,991.0,990.4,96.5,95.8,1.9,-1.9,0.076,22.0,2.91,16.8,28.4,6.4,DEMO DATA,rainfall
FCST_20240711_RAJ_D3,2024-07-11,2024-07-14,Rajasthan,Northwest,27.0238,74.2179,3,10.2,15.1,27.0,26.5,44.5,39.3,990.9,992.0,97.5,94.0,4.9,-4.9,0.304,9.0,4.55,0.8,19.0,3.88,DEMO DATA,rainfall
FCST_20240711_RAJ_D4,2024-07-11,2024-07-15,Rajasthan,Northwest,27.0238,74.2179,4,20.4,1.6,27.1,26.9,41.0,41.2,992.0,992.9,94.6,95.7,18.8,18.8,7.231,15.7,11.63,0.0,41.3,21.89,DEMO DATA,rainfall
FCST_20240711_RAJ_D5,2024-07-11,2024-07-16,Rajasthan,Northwest,27.0238,74.2179,5,0.0,0.0,26.0,25.9,41.0,39.3,990.1,990.4,95.7,94.1,0.0,0.0,0.0,1.2,5.6,0.0,13.5,10.3,DEMO DATA,rainfall
FCST_20240711_RAJ_D6,2024-07-11,2024-07-17,Rajasthan,Northwest,27.0238,74.2179,6,64.5,68.9,27.6,26.4,40.2,40.9,993.2,992.8,99.0,99.1,4.4,-4.4,0.063,65.0,8.08,50.5,82.8,82.44,DEMO DATA,rainfall
FCST_20240711_RAJ_D7,2024-07-11,2024-07-18,Rajasthan,Northwest,27.0238,74.2179,7,21.6,13.6,29.3,27.1,37.6,41.6,988.2,989.7,96.8,94.4,8.0,8.0,0.548,17.6,10.76,0.0,41.3,23.04,DEMO DATA,rainfall
FCST_20240711_RAJ_D8,2024-07-11,2024-07-19,Rajasthan,Northwest,27.0238,74.2179,8,13.0,1.9,25.9,24.8,41.0,42.6,989.5,990.0,98.4,100.0,11.1,11.1,3.828,14.4,15.69,0.0,48.9,10.63,DEMO DATA,rainfall
FCST_20240711_RAJ_D9,2024-07-11,2024-07-20,Rajasthan,Northwest,27.0238,74.2179,9,81.6,196.9,25.4,28.7,43.2,49.2,991.9,992.1,99.0,94.3,115.3,-115.3,0.583,101.7,61.79,0.0,237.6,6.3,DEMO DATA,rainfall
FCST_20240711_RAJ_D10,2024-07-11,2024-07-21,Rajasthan,Northwest,27.0238,74.2179,10,7.4,0.0,25.7,23.9,39.2,44.1,992.7,993.7,99.0,88.4,7.4,7.4,7.4,2.2,15.6,0.0,36.5,32.24,DEMO DATA,rainfall
FCST_20240711_ODI_D1,2024-07-11,2024-07-12,Odisha,East,20.9517,85.0985,1,0.0,2.7,26.9,26.2,41.8,41.9,991.0,990.3,97.8,99.7,2.7,-2.7,0.73,-0.1,1.8,0.0,3.9,1.12,DEMO DATA,rainfall
FCST_20240711_ODI_D2,2024-07-11,2024-07-13,Odisha,East,20.9517,85.0985,2,0.0,0.0,26.5,25.6,43.8,45.2,991.5,990.9,95.9,93.8,0.0,0.0,0.0,1.0,1.95,0.0,5.3,0.83,DEMO DATA,rainfall
FCST_20240711_ODI_D3,2024-07-11,2024-07-14,Odisha,East,20.9517,85.0985,3,0.0,0.0,26.0,26.2,45.2,42.5,991.4,991.3,97.9,91.7,0.0,0.0,0.0,-0.9,3.11,0.0,5.9,1.27,DEMO DATA,rainfall
FCST_20240711_ODI_D4,2024-07-11,2024-07-15,Odisha,East,20.9517,85.0985,4,60.0,63.4,27.0,26.9,42.6,41.8,989.9,989.8,98.5,100.0,3.4,-3.4,0.053,61.3,5.6,51.2,73.6,10.23,DEMO DATA,rainfall
FCST_20240711_ODI_D5,2024-07-11,2024-07-16,Odisha,East,20.9517,85.0985,5,36.3,119.5,27.5,27.7,42.2,43.8,989.3,989.1,99.0,95.2,83.2,-83.2,0.69,42.7,29.25,0.0,107.1,8.54,DEMO DATA,rainfall
FCST_20240711_ODI_D6,2024-07-11,2024-07-17,Odisha,East,20.9517,85.0985,6,0.0,82.8,27.6,28.7,45.1,46.6,990.6,990.6,96.0,100.0,82.8,-82.8,0.988,-19.5,43.9,0.0,77.1,11.29,DEMO DATA,rainfall
FCST_20240711_ODI_D7,2024-07-11,2024-07-18,Odisha,East,20.9517,85.0985,7,32.8,13.0,27.7,24.5,42.8,38.7,993.8,993.7,93.8,84.9,19.8,19.8,1.414,31.7,19.23,0.0,74.0,64.46,DEMO DATA,rainfall
FCST_20240711_ODI_D8,2024-07-11,2024-07-19,Odisha,East,20.9517,85.0985,8,67.1,55.6,26.6,24.5,38.8,40.1,992.3,991.6,99.0,93.2,11.5,11.5,0.203,69.7,14.69,43.3,102.0,80.25,DEMO DATA,rainfall
FCST_20240711_ODI_D9,2024-07-11,2024-07-20,Odisha,East,20.9517,85.0985,9,0.0,0.0,25.4,27.0,38.7,38.6,992.6,994.1,99.0,100.0,0.0,0.0,0.0,-1.0,11.01,0.0,23.2,10.73,DEMO DATA,rainfall
FCST_20240711_ODI_D10,2024-07-11,2024-07-21,Odisha,East,20.9517,85.0985,10,0.0,0.0,27.1,29.5,40.6,40.6,988.4,989.1,98.9,91.5,0.0,0.0,0.0,0.7,12.43,0.0,28.0,9.34,DEMO DATA,rainfall
FCST_20240711_ASS_D1,2024-07-11,2024-07-12,Assam,Northeast,26.2006,92.9376,1,0.0,0.8,26.6,25.6,42.4,43.8,991.6,992.0,99.0,98.4,0.8,-0.8,0.444,0.5,1.5,0.0,3.8,2.38,DEMO DATA,rainfall
FCST_20240711_ASS_D2,2024-07-11,2024-07-13,Assam,Northeast,26.2006,92.9376,2,298.7,302.0,26.9,27.2,41.8,41.7,991.7,991.7,98.2,96.9,3.3,-3.3,0.011,300.7,3.64,294.1,308.7,76.45,DEMO DATA,rainfall
FCST_20240711_ASS_D3,2024-07-11,2024-07-14,Assam,Northeast,26.2006,92.9376,3,78.4,89.6,25.8,25.3,39.7,39.7,991.4,991.6,96.4,98.6,11.2,-11.2,0.124,78.3,7.89,64.1,95.7,22.82,DEMO DATA,rainfall
FCST_20240711_ASS_D4,2024-07-11,2024-07-15,Assam,Northeast,26.2006,92.9376,4,220.7,16.5,26.0,26.6,42.1,40.6,989.2,989.0,98.3,100.0,204.2,204.2,11.669,176.6,114.31,0.0,428.1,60.28,DEMO DATA,rainfall
FCST_20240711_ASS_D5,2024-07-11,2024-07-16,Assam,Northeast,26.2006,92.9376,5,51.5,59.9,27.5,26.8,42.8,44.7,990.9,990.3,92.9,91.5,8.4,-8.4,0.138,51.5,8.25,36.6,69.7,12.56,DEMO DATA,rainfall
FCST_20240711_ASS_D6,2024-07-11,2024-07-17,Assam,Northeast,26.2006,92.9376,6,274.3,201.5,26.6,27.2,40.1,41.6,988.4,988.7,96.4,99.8,72.8,72.8,0.36,268.6,30.39,213.9,335.5,26.27,DEMO DATA,rainfall
FCST_20240711_ASS_D7,2024-07-11,2024-07-18,Assam,Northeast,26.2006,92.9376,7,0.0,0.0,25.9,24.4,39.8,35.8,989.8,990.8,94.1,98.8,0.0,0.0,0.0,-0.7,8.25,0.0,17.5,8.54,DEMO DATA,rainfall
FCST_20240711_ASS_D8,2024-07-11,2024-07-19,Assam,Northeast,26.2006,92.9376,8,0.0,0.0,26.6,27.8,41.0,39.2,988.0,986.2,97.9,100.0,0.0,0.0,0.0,-0.3,9.62,0.0,20.9,6.03,DEMO DATA,rainfall
